,0
0,0.1620451136506077
1,0.1621062133517112
2,0.16215318781841667
3,0.16221931600719341
4,0.1622769898216586
5,0.1623996526394913
6,0.16379677590527192
7,0.166265390388006
8,0.1701258019830734
9,0.17718957508595573
10,0.2383817755667245
11,0.25816002626601064
12,0.26993145663496576
13,0.27100955101452334
14,0.2710695701591799
15,0.2710104995080628
16,0.2710620633002815
17,0.2710323430662159
18,0.2710658279286714
19,0.27107337694913386
20,0.27108829780653965
21,0.27106884627910666
22,0.27103225010685983
23,0.27108873450219745
24,0.271031025663458
25,0.2710856781793399
26,0.2710320742156286
27,0.2710368371083717
28,0.271031963409444
29,0.27107030117509767
30,0.2710666317563814
31,0.2710833226501547
32,0.2710686061523051
33,0.2710560970059321
34,0.27109805963964595
35,0.2710288201362614
36,0.2710806728493814
37,0.27108589118474485
38,0.27103352420285926
39,0.27100467047746696
40,0.2710605734743154
41,0.2710319725702852
42,0.2710688759035338
43,0.2710697692194838
44,0.27102747339804983
45,0.2710817320844346
46,0.2710687927334446
47,0.27105818971850826
48,0.2710669982463155
49,0.27104608554306175
50,0.2710745495936128
51,0.27105621134566404
52,0.2710583342008857
53,0.2710572926224749
54,0.27105984394849797
55,0.2710619232386729
56,0.2710809466441933
57,0.27106343618352324
58,0.27105468248554243
59,0.27106808275213146
60,0.27103683131922307
61,0.2710179261706711
62,0.2710624374581009
